REACTION,DELTAG [kJ/mol],UNCERTAINTY [kJ/mol]
XOLEST2te_rev,0,0
XOLESTte_rev,0,0
XOLTRI24tc_rev,0,0
XOLTRI24te_rev,0,0
XOLTRI25tc_rev,0,0
XOLTRI25te_rev,0,0
XOLTRI27tc_rev,0,0
XOLTRI27te_rev,0,0
XOLTRIOLtm_rev,0,0
XOLTRIOLtr_rev,0,0
XYLt_rev,0,0
XYLTD_Dr_rev,-51.86,5.85
XYLTt_rev,0,0
XYLUR_rev,55.29,5.86
EX_4abutn(e)_rev,-999999,0
EX_acmana(e)_rev,-999999,0
EX_ahdt(e)_rev,-999999,0
EX_ctp(e)_rev,-999999,0
EX_dgmp(e)_rev,-999999,0
EX_dgtp(e)_rev,-999999,0
EX_dha(e)_rev,-999999,0
EX_dhap(e)_rev,-999999,0
EX_dtmp(e)_rev,-999999,0
EX_dttp(e)_rev,-999999,0
EX_fad(e)_rev,-999999,0
EX_fald(e)_rev,-999999,0
EX_g1p(e)_rev,-999999,0
EX_HC00229(e)_rev,-999999,0
EX_HC00250(e)_rev,-999999,0
EX_HC01104(e)_rev,-999999,0
EX_HC01361(e)_rev,-999999,0
EX_HC01440(e)_rev,-999999,0
EX_HC01441(e)_rev,-999999,0
EX_HC01444(e)_rev,-999999,0
EX_HC01446(e)_rev,-999999,0
EX_HC01577(e)_rev,-999999,0
EX_HC01609(e)_rev,-999999,0
EX_HC01610(e)_rev,-999999,0
EX_HC01700(e)_rev,-999999,0
EX_HC02160(e)_rev,-999999,0
EX_HC02161(e)_rev,-999999,0
EX_itp(e)_rev,-999999,0
EX_orot(e)_rev,-999999,0
EX_prpp(e)_rev,-999999,0
EX_ptrc(e)_rev,-999999,0
EX_pydx5p(e)_rev,-999999,0
EX_spmd(e)_rev,-999999,0
EX_udpg(e)_rev,-999999,0
r0002_rev,0,0
r0016_rev,195.12,33.21
r0021_rev,-61.21,4.92
r0022_rev,-61.21,4.92
r0027_rev,-39.66,11.63
r0051_rev,-35.14,2.16
r0055_rev,-65.08,10.15
r0074_rev,-45.81,10.16
r0081_rev,1.46,0.86
r0129_rev,17.63,5.22
r0130_rev,17.63,5.22
r0139_rev,-7.21,6.71
r0145_rev,-999999,0
r0149_rev,-15,6.4
r0170_rev,169.44,11.99
r0173_rev,-69.92,4.79
r0178_rev,-45.97,10.28
r0181_rev,-7.59,5.29
r0193_rev,-42.75,9.66
r0196_rev,-19.35,5.41
r0202_rev,-68.63,4.88
r0208_rev,65.21,7.33
r0239_rev,-25.16,13.22
r0242_rev,12.2,3.51
r0245_rev,-85.28,5.73
r0249_rev,-2.16,1.23
r0267_rev,434.69,6.94
r0268_rev,438.12,6.95
r0276_rev,-999999,0
r0281_rev,89.02,8.97
r0309_rev,-122.56,6.06
r0317_rev,-8.29,1.83
r0345_rev,-2.04,2.79
r0381_rev,-999999,0
r0388_rev,91.57,9.72
r0389_rev,105.35,7.54
r0390_rev,8.51,1.38
r0391_rev,-64.29,6.69
r0392_rev,-33.99,9.79
r0394_rev,-56.56,8.52
r0399_rev,-999999,0
r0400_rev,219.34,11.59
r0403_rev,-999999,0
r0407_rev,-5.48,5.46
r0408_rev,-35.77,7.27
r0409_rev,-36.62,7.53
r0410_rev,8.99,6.52
r0422_rev,-54.97,7.13
r0424_rev,-54.97,7.13
r0425_rev,-51.54,7.12
r0426_rev,-0.67,1.83
r0434_rev,-1.98,4.73
r0437_rev,-1.98,4.73
r0441_rev,-999999,0
r0450_rev,0.72,4.73
r0463_rev,22.44,6.36
r0464_rev,-43.91,10.11
r0472_rev,-130.33,5.72
r0474_rev,-127.97,5.05
r0475_rev,-128.27,5.21
r0480_rev,-999999,0
r0483_rev,-1.35,3.59
r0488_rev,-95.74,9.98
r0494_rev,-8.5,6.71
r0497_rev,-11.38,6.57
r0512_rev,-18.61,5.09
r0517_rev,55.9,6.98
r0525_rev,-68.65,7.73
r0527_rev,6.89,11.7
r0531_rev,-23.66,6.28
r0539_rev,-999999,0
r0541_rev,131.78,14.65
r0547_rev,-58.94,10.19
r0549_rev,-40.48,10.11
r0552_rev,-46.17,9.69
r0553_rev,-49.6,9.7
r0556_rev,-23.32,4.97
r0558_rev,-46.17,9.69
r0559_rev,-129.26,8.47
r0570_rev,22.53,6.13
r0571_rev,-5.23,8.84
r0575_rev,53.74,12.94
r0578_rev,-26.9,5.32
r0584_rev,-69.49,13.24
r0587_rev,-999999,0
r0591_rev,-75.94,13.51
r0603_rev,68.97,12.61
r0610_rev,-30.8,6.49
r0611_rev,-23.38,5.38
r0614_rev,55.9,6.98
r0615_rev,-118.42,12.38
r0616_rev,-118.42,12.38
r0617_rev,-121.85,12.39
r0620_rev,-9.85,3.7
r0627_rev,11.97,5.02
r0629_rev,-45.02,4.9
r0630_rev,-999999,0
r0633_rev,-118.13,5.51
r0634_rev,-26.9,2.52
r0638_rev,-118.13,5.51
r0641_rev,14.15,4.59
r0642_rev,-45.02,9.77
r0643_rev,-45.02,9.77
r0644_rev,-130.41,8.52
r0645_rev,-999999,0
r0647_rev,-99.54,11.19
r0650_rev,22.73,2.76
r0651_rev,22.73,2.76
r0652_rev,-118.13,5.51
r0655_rev,68.97,12.61
r0660_rev,-11.35,2.92
r0666_rev,-999999,0
r0668_rev,-999999,0
r0672_rev,-43.81,6.1
r0679_rev,-26.9,5.32
r0680_rev,-26.9,5.32
r0686_rev,-40.94,10.12
r0688_rev,-46.17,9.69
r0707_rev,-2.36,11.96
r0722_rev,-55.92,5.1
r0724_rev,-26.9,2.52
r0726_rev,-55.92,5.1
r0728_rev,-11.35,2.92
r0735_rev,-118.13,5.51
r0739_rev,-61.46,5.14
r0741_rev,438.12,6.95
r0747_rev,-45.42,5.76
r0750_rev,-45.42,5.76
r0752_rev,-46.17,9.69
r0754_rev,-46.17,9.69
r0756_rev,-46.17,9.69
r0758_rev,-46.17,9.69
r0774_rev,233.1,28.03
r0780_rev,-91.46,16.65
r0781_rev,-999999,0
r0783_rev,-105.53,9.62
r0784_rev,-51.86,5.85
r0788_rev,-999999,0
r0789_rev,-999999,0
r0791_rev,-999999,0
r0792_rev,-123.14,11.62
r0796_rev,59.3,5.19
r0797_rev,-45.02,4.9
r0801_rev,0,0
r0809_rev,0,0
r0812_rev,0,0
r0817_rev,0,0
r0819_rev,0,0
r0821_rev,0,0
r0822_rev,0,0
r0829_rev,0,0
r0830_rev,0,0
r0834_rev,0,0
r0835_rev,0,0
r0836_rev,0,0
r0838_rev,0,0
r0839_rev,0,0
r0840_rev,0,0
r0841_rev,0,0
r0842_rev,0,0
r0860_rev,0,0
r0870_rev,0,0
r0871_rev,0,0
r0885_rev,0,0
r0886_rev,0,0
r0892_rev,0,0
r0899_rev,0,0
r0907_rev,0,0
r0908_rev,0,0
r0909_rev,0,0
r0911_rev,0,0
r0913_rev,0,0
r0915_rev,0,0
r0917_rev,0,0
r0932_rev,0,0
r0937_rev,0,0
r0940_rev,0,0
r0941_rev,0,0
r0942_rev,0,0
r0944_rev,0,0
r0946_rev,0,0
r0954_rev,0,0
r0960_rev,0,0
r0970_rev,0,0
r0973_rev,0,0
r0974_rev,0,0
r0984_rev,0,0
r0987_rev,0,0
r0989_rev,0,0
r0990_rev,0,0
r0994_rev,0,0
r0995_rev,0,0
r0998_rev,0,0
r0999_rev,0,0
r1007_rev,0,0
r1010_rev,0,0
r1018_rev,0,0
r1019_rev,0,0
r1020_rev,0,0
r1021_rev,0,0
r1030_rev,0,0
r1050_rev,0,0
r1051_rev,0,0
r1088_rev,0,0
r1106_rev,0,0
r1109_rev,-2.16,0.77
r1116_rev,0,0
r1117_rev,0,0
r1135_rev,-11.44,14.57
r1147_rev,0,0
r1148_rev,0,0
r1154_rev,15.53,9.11
r1156_rev,-13.22,7.98
r1159_rev,0,0
r1291_rev,0,0
r1292_rev,0,0
r1302_rev,0,0
r1318_rev,0,0
r1377_rev,45.73,5.7
r1378_rev,-56.65,8.19
r1380_rev,105.53,9.62
r1381_rev,6.8,14.32
r1384_rev,-999999,0
r1418_rev,36.6,6.9
r1421_rev,0,0
r1428_rev,0,0
r1429_rev,0,0
r1453_rev,-255.87,27.05
r1459_rev,0,0
r1464_rev,0,0
r1466_rev,1163.95,30.97
r1467_rev,0,0
r1468_rev,0,0
r1487_rev,22.73,2.76
r1488_rev,-999999,0
r1544_rev,0,0
r1546_rev,0,0
r1547_rev,0,0
r1548_rev,0,0
r1549_rev,0,0
r1551_rev,0,0
r1552_rev,0,0
r1553_rev,0,0
r1554_rev,0,0
r1556_rev,0,0
r1557_rev,0,0
r1559_rev,0,0
r1560_rev,0,0
r1561_rev,0,0
r1562_rev,0,0
r1563_rev,0,0
r1564_rev,0,0
r1565_rev,0,0
r1566_rev,0,0
r1567_rev,0,0
r1568_rev,0,0
r1569_rev,0,0
r1570_rev,0,0
r1571_rev,0,0
r1573_rev,0,0
r1574_rev,0,0
r1575_rev,0,0
r1576_rev,0,0
r1578_rev,0,0
r1579_rev,0,0
r1580_rev,0,0
r1581_rev,0,0
r1583_rev,0,0
r1584_rev,0,0
r1585_rev,0,0
r1586_rev,0,0
r1587_rev,0,0
r1588_rev,0,0
r1589_rev,0,0
r1590_rev,0,0
r1591_rev,0,0
r1592_rev,0,0
r1593_rev,0,0
r1594_rev,0,0
r1595_rev,0,0
r1596_rev,0,0
r1597_rev,0,0
r1598_rev,0,0
r1599_rev,0,0
r1600_rev,0,0
r1602_rev,0,0
r1603_rev,0,0
r1604_rev,0,0
r1605_rev,0,0
r1606_rev,0,0
r1607_rev,0,0
r1608_rev,0,0
r1609_rev,0,0
r1610_rev,0,0
r1611_rev,0,0
r1612_rev,0,0
r1613_rev,0,0
r1614_rev,0,0
r1615_rev,0,0
r1616_rev,0,0
r1617_rev,0,0
r1618_rev,0,0
r1619_rev,0,0
r1620_rev,0,0
r1621_rev,0,0
r1622_rev,0,0
r1623_rev,0,0
r1624_rev,0,0
r1625_rev,0,0
r1626_rev,0,0
r1627_rev,0,0
r1628_rev,0,0
r1629_rev,0,0
r1630_rev,0,0
r1631_rev,0,0
r1632_rev,0,0
r1633_rev,0,0
r1634_rev,0,0
r1635_rev,0,0
r1636_rev,0,0
r1637_rev,0,0
r1638_rev,0,0
r1639_rev,0,0
r1640_rev,0,0
r1641_rev,0,0
r1642_rev,0,0
r1643_rev,0,0
r1644_rev,0,0
r1645_rev,0,0
r1646_rev,0,0
r1647_rev,0,0
r1648_rev,0,0
r1649_rev,0,0
r1650_rev,0,0
r1651_rev,0,0
r1652_rev,0,0
r1653_rev,0,0
r1654_rev,0,0
r1655_rev,0,0
r1656_rev,0,0
r1657_rev,0,0
r1658_rev,0,0
r1659_rev,0,0
r1660_rev,0,0
r1661_rev,0,0
r1662_rev,0,0
r1664_rev,0,0
r1665_rev,0,0
r1666_rev,0,0
r1667_rev,0,0
r1668_rev,0,0
r1669_rev,0,0
r1670_rev,0,0
r1671_rev,0,0
r2079_rev,0,0
r2080_rev,0,0
r2081_rev,0,0
r2082_rev,0,0
r2083_rev,0,0
r2084_rev,0,0
r2085_rev,0,0
r2086_rev,0,0
r2087_rev,0,0
r2088_rev,0,0
r2089_rev,0,0
r2090_rev,0,0
r2091_rev,0,0
r2092_rev,0,0
r2093_rev,0,0
r2094_rev,0,0
r2095_rev,0,0
r2096_rev,0,0
r2097_rev,0,0
r2098_rev,0,0
r2099_rev,0,0
r2100_rev,0,0
r2101_rev,0,0
r2102_rev,0,0
r2103_rev,0,0
r2104_rev,0,0
r2105_rev,0,0
r2106_rev,0,0
r2107_rev,0,0
r2108_rev,0,0
r2109_rev,0,0
r2110_rev,0,0
r2111_rev,0,0
r2112_rev,0,0
r2113_rev,0,0
r2114_rev,0,0
r2115_rev,0,0
r2116_rev,0,0
r2117_rev,0,0
r2118_rev,0,0
r2119_rev,0,0
r2120_rev,0,0
r2121_rev,0,0
r2122_rev,0,0
r2123_rev,0,0
r2124_rev,0,0
r2125_rev,0,0
r2126_rev,0,0
r2127_rev,0,0
r2128_rev,0,0
r2129_rev,0,0
r2130_rev,0,0
r2131_rev,0,0
r2132_rev,0,0
r2133_rev,0,0
r2137_rev,0,0
r2139_rev,0,0
r2140_rev,0,0
r2141_rev,0,0
r2142_rev,0,0
r2143_rev,0,0
r2144_rev,0,0
r2145_rev,0,0
r2149_rev,0,0
r2150_rev,0,0
r2193_rev,0,0
r2194_rev,0,0
r2195_rev,0,0
r2196_rev,0,0
r2197_rev,0,0
r2198_rev,0,0
r2199_rev,0,0
r2200_rev,0,0
r2201_rev,0,0
r2202_rev,0,0
r2308_rev,0,0
r2309_rev,0,0
r2310_rev,0,0
r2311_rev,0,0
r2312_rev,0,0
r2313_rev,0,0
r2314_rev,0,0
r2315_rev,0,0
r2316_rev,0,0
r2317_rev,0,0
r2318_rev,0,0
r2319_rev,0,0
r2320_rev,0,0
r2321_rev,0,0
r2322_rev,0,0
r2323_rev,0,0
r2324_rev,0,0
r2325_rev,0,0
r2326_rev,0,0
r2327_rev,0,0
r2328_rev,0,0
r2329_rev,0,0
r2330_rev,0,0
r2331_rev,0,0
r2332_rev,0,0
r2333_rev,0,0
r2334_rev,0,0
r2335_rev,0,0
r2338_rev,0,0
r2341_rev,0,0
r2342_rev,0,0
r2343_rev,0,0
r2344_rev,0,0
r2346_rev,0,0
r2347_rev,0,0
r2352_rev,0,0
r2353_rev,0,0
r2354_rev,0,0
r2355_rev,0,0
r2356_rev,0,0
r2357_rev,0,0
r2358_rev,0,0
r2359_rev,0,0
r2360_rev,0,0
r2361_rev,0,0
r2362_rev,0,0
r2363_rev,0,0
r2364_rev,0,0
r2365_rev,0,0
r2366_rev,0,0
r2367_rev,0,0
r2368_rev,0,0
r2369_rev,0,0
r2371_rev,0,0
r2372_rev,0,0
r2373_rev,0,0
r2374_rev,0,0
r2375_rev,0,0
r2376_rev,0,0
r2377_rev,0,0
r2378_rev,0,0
r2379_rev,0,0
r2380_rev,0,0
r2420_rev,0,0
r2506_rev,0,0
r2507_rev,0,0
r2508_rev,0,0
r2509_rev,0,0
r2510_rev,0,0
r2511_rev,0,0
r2514_rev,0,0
r2516_rev,0,0
r2519_rev,0,0
r2520_rev,0,0
r2521_rev,0,0
r2525_rev,0,0
r2526_rev,0,0
r2532_rev,0,0
r2534_rev,0,0
r2535_rev,0,0
r2537_rev,0,0
r2538_rev,0,0
r2539_rev,0,0
EX_no2(e)_rev,-999999,0
EX_so3(e)_rev,-999999,0
EX_sprm(e)_rev,-999999,0
RE0124C_rev,-30.04,7.03
RE0344C_rev,-18.75,5.46
RE0344M_rev,-18.75,5.46
RE0344X_rev,-18.75,5.46
RE0383C_rev,-65.21,7.6
RE0452M_rev,-0.14,5.49
RE0452N_rev,-0.14,5.49
RE0453C_rev,2.73,4.13
RE0453M_rev,2.73,4.13
RE0453N_rev,2.73,4.13
RE0456M_rev,128.27,5.21
RE0456N_rev,128.27,5.21
RE0512C_rev,-999999,0
RE0512X_rev,-999999,0
RE0549C_rev,-999999,0
RE0566C_rev,59.35,5.12
RE0567C_rev,-999999,0
RE0568C_rev,-999999,0
RE0570C_rev,59.35,5.12
RE0571C_rev,-999999,0
RE0572N_rev,-999999,0
RE0574C_rev,59.35,5.12
RE0575C_rev,-999999,0
RE0576C_rev,-999999,0
RE0577C_rev,-18.75,5.46
RE0577M_rev,-18.75,5.46
RE0577X_rev,-18.75,5.46
RE0578C_rev,-18.75,5.46
RE0578M_rev,-18.75,5.46
RE0578X_rev,-18.75,5.46
RE0579C_rev,-18.75,5.46
RE0579M_rev,-18.75,5.46
RE0579X_rev,-18.75,5.46
RE0581C_rev,59.35,5.12
RE0581R_rev,59.35,5.12
RE0582N_rev,-11.35,2.92
RE0583C_rev,118.13,5.51
RE0583N_rev,118.13,5.51
RE0691C_rev,-999999,0
RE0702C_rev,-999999,0
RE0702E_rev,-999999,0
RE0702L_rev,-999999,0
RE0702M_rev,-999999,0
RE0702N_rev,-999999,0
RE0830C_rev,-999999,0
RE0830N_rev,-999999,0
RE0864C_rev,-999999,0
RE0875C_rev,-999999,0
RE0908C_rev,-999999,0
RE0908G_rev,-999999,0
RE0908R_rev,-999999,0
RE0915C_rev,-14.01,12.93
RE0915E_rev,-14.1,12.93
RE0916C_rev,-999999,0
RE0916G_rev,-999999,0
RE0916R_rev,-999999,0
RE0918C_rev,-999999,0
RE0918G_rev,-999999,0
RE0918R_rev,-999999,0
RE0926C_rev,4.31,3.54
RE0926E_rev,4.22,3.52
RE0935C_rev,4.31,3.54
RE0935E_rev,4.22,3.52
RE0936C_rev,-999999,0
RE0936E_rev,-999999,0
RE0937C_rev,-999999,0
RE0937E_rev,-999999,0
RE0938C_rev,-999999,0
RE0938E_rev,-999999,0
RE0944C_rev,4.31,3.54
RE0944E_rev,4.22,3.52
RE0958C_rev,4.31,3.54
RE0958E_rev,4.22,3.52
RE1062C_rev,13.79,3.56
RE1062M_rev,13.79,3.56
RE1063C_rev,-999999,0
RE1064C_rev,-999999,0
RE1077C_rev,-999999,0
RE1099C_rev,-999999,0
RE1099G_rev,-999999,0
RE1099L_rev,-999999,0
RE1099R_rev,-999999,0
RE1100C_rev,-999999,0
RE1100G_rev,-999999,0
RE1100L_rev,-999999,0
RE1100R_rev,-999999,0
RE1135C_rev,-999999,0
RE1135G_rev,-999999,0
RE1135L_rev,-999999,0
RE1135R_rev,-999999,0
RE1233C_rev,108.22,11.88
RE1233M_rev,108.22,11.88
RE1234C_rev,-35.42,5.91
RE1235C_rev,-35.42,5.91
RE1236C_rev,-35.42,5.91
RE1238X_rev,-35.42,5.91
RE1240C_rev,-35.42,5.91
RE1254C_rev,16,10.56
RE1317C_rev,-55.17,5.36
RE1342C_rev,-54.61,5.01
RE1441G_rev,-999999,0
RE1447M_rev,-999999,0
RE1447N_rev,-999999,0
RE1448N_rev,-999999,0
RE1448R_rev,-999999,0
RE1473C_rev,8.16,4.19
RE1508C_rev,-26.14,6.88
RE1514M_rev,33.59,3.65
RE1514X_rev,33.59,3.65
RE1516M_rev,-999999,0
RE1516X_rev,-999999,0
RE1517M_rev,-999999,0
RE1517X_rev,-999999,0
RE1518M_rev,-999999,0
RE1518X_rev,-999999,0
RE1519M_rev,-999999,0
RE1519X_rev,-50.5,5.43
RE1520M_rev,11.35,2.92
RE1520X_rev,11.35,2.92
RE1521M_rev,-999999,0
RE1521X_rev,-999999,0
RE1522M_rev,-999999,0
RE1522X_rev,-999999,0
RE1523M_rev,-999999,0
RE1523X_rev,-999999,0
RE1525C_rev,-999999,0
RE1525M_rev,-999999,0
RE1525X_rev,-999999,0
RE1526C_rev,-999999,0
RE1526M_rev,-999999,0
RE1526X_rev,-999999,0
RE1527C_rev,-999999,0
RE1527M_rev,-999999,0
RE1527X_rev,-999999,0
RE1530C_rev,-27.5,5.65
RE1530M_rev,-27.5,5.65
RE1531M_rev,-999999,0
RE1531X_rev,-999999,0
RE1532M_rev,-999999,0
RE1532X_rev,-999999,0
RE1533M_rev,-999999,0
RE1533X_rev,-999999,0
RE1534M_rev,-999999,0
RE1534X_rev,-999999,0
RE1573M_rev,0,0
RE1573X_rev,0,0
RE1627C_rev,-999999,0
RE1628C_rev,-999999,0
RE1629C_rev,-999999,0
RE1630C_rev,-999999,0
RE1630R_rev,-999999,0
RE1631C_rev,-999999,0
RE1635C_rev,-999999,0
RE1635M_rev,-999999,0
RE1635R_rev,-999999,0
RE1635X_rev,-999999,0
RE1651C_rev,-999999,0
RE1653C_rev,-999999,0
RE1691M_rev,-999999,0
RE1709C_rev,-999999,0
RE1709N_rev,-999999,0
RE1711C_rev,-64.89,5.15
RE1711M_rev,-64.89,5.15
RE1796C_rev,-40.38,6.09
RE1796M_rev,-40.38,6.09
RE1796R_rev,-40.38,6.09
RE1804C_rev,-999999,0
RE1804M_rev,-61.46,5.14
RE1807C_rev,-49.6,9.7
RE1807M_rev,-49.6,9.7
RE1810M_rev,-136.88,18.89
RE1815C_rev,-999999,0
RE1815M_rev,-999999,0
RE1815R_rev,-999999,0
RE1815X_rev,-999999,0
RE1816C_rev,-999999,0
RE1816M_rev,-999999,0
RE1816R_rev,-999999,0
RE1816X_rev,-999999,0
RE1817C_rev,-999999,0
RE1817M_rev,-999999,0
RE1817R_rev,-999999,0
RE1817X_rev,-999999,0
RE1818C_rev,-999999,0
RE1818M_rev,-999999,0
RE1818R_rev,-999999,0
RE1818X_rev,-999999,0
RE1819C_rev,-999999,0
RE1819M_rev,-999999,0
RE1819X_rev,-999999,0
RE1827C_rev,-999999,0
RE1827M_rev,-999999,0
RE1829C_rev,-999999,0
RE1829M_rev,-999999,0
RE1830C_rev,-999999,0
RE1830M_rev,-999999,0
RE1834M_rev,-18.75,5.46
RE1834X_rev,-18.75,5.46
RE1835M_rev,-18.75,5.46
RE1835X_rev,-18.75,5.46
RE1836C_rev,400.95,7.09
RE1836M_rev,400.95,7.09
RE1845C_rev,-999999,0
RE1845X_rev,-999999,0
RE1846C_rev,-32.55,6.05
RE1846X_rev,-32.55,6.05
RE1860C_rev,0.09,7.65
RE1860E_rev,0.09,7.65
RE1897C_rev,-999999,0
RE1898C_rev,-999999,0
RE1899C_rev,13.33,4.66
RE1901R_rev,-40.65,10.59
RE1903R_rev,-40.65,10.59
RE1907C_rev,0,0
RE1915C_rev,94.84,15.46
RE1916C_rev,-999999,0
RE1916X_rev,-999999,0
RE1917C_rev,-999999,0
RE1918C_rev,9.42,14.03
RE1919C_rev,7.03,14.8
RE1921C_rev,-38.34,13.78
RE1925C_rev,-999999,0
RE1927C_rev,9.97,13.76
RE1933C_rev,-999999,0
RE1944C_rev,-999999,0
RE1952C_rev,-999999,0
RE1952R_rev,-999999,0
RE1952X_rev,-999999,0
RE1954C_rev,118.13,5.51
RE1956C_rev,-999999,0
RE1956R_rev,-999999,0
RE1956X_rev,-999999,0
RE1957G_rev,-999999,0
RE1978C_rev,-13.88,2.73
RE2026C_rev,-999999,0
RE2027C_rev,-999999,0
RE2030M_rev,-14.12,5.53
RE2031M_rev,-30.74,6.68
RE2032M_rev,-42.56,9.15
RE2034C_rev,7.57,6.32
RE2040C_rev,-999999,0
RE2041C_rev,-999999,0
RE2049C_rev,-999999,0
RE2051C_rev,15.57,2.45
RE2051G_rev,15.57,2.45
RE2051R_rev,15.57,2.45
RE2067C_rev,-19.2,6.93
RE2068C_rev,-999999,0
RE2069C_rev,80.21,9.89
RE2070C_rev,-999999,0
RE2078M_rev,0.37,6.28
RE2079R_rev,0.37,6.28
RE2080C_rev,38.51,4.94
RE2081C_rev,-35.42,5.91
RE2111M_rev,-33.83,6.71
RE2117M_rev,-33.83,6.71
RE2128C_rev,21.18,14.19
RE2129C_rev,21.18,14.19
RE2130C_rev,21.18,14.19
RE2131C_rev,-6.58,20.28
RE2132C_rev,29.33,13.86
RE2138C_rev,-999999,0
RE2139C_rev,-999999,0
RE2140C_rev,-999999,0
RE2141C_rev,-999999,0
RE2152C_rev,-999999,0
RE2154C_rev,41.99,5.75
RE2156M_rev,-999999,0
RE2202C_rev,-999999,0
RE2203C_rev,-999999,0
RE2223M_rev,-26.45,9.97
RE2250C_rev,-999999,0
RE2251C_rev,22.65,5.88
RE2252C_rev,-999999,0
RE2269C_rev,1.59,11.94
RE2269E_rev,1.59,11.94
RE2270C_rev,11.64,6.29
RE2270E_rev,11.64,6.29
RE2272C_rev,13.79,3.56
RE2272L_rev,13.79,3.56
RE2273C_rev,11.64,6.29
RE2273E_rev,11.64,6.29
RE2292C_rev,-64.24,6.75
RE2296C_rev,-999999,0
RE2296X_rev,-999999,0
RE2304E_rev,25.44,8.73
RE2306C_rev,-999999,0
RE2318C_rev,-999999,0
RE2318M_rev,-999999,0
RE2318R_rev,-999999,0
RE2318X_rev,-999999,0
RE2319C_rev,-999999,0
RE2319M_rev,-999999,0
RE2319R_rev,-999999,0
RE2319X_rev,-999999,0
RE2327C_rev,-999999,0
RE2333C_rev,-46.17,9.69
RE2334C_rev,-46.17,9.69
RE2335C_rev,-999999,0
RE2346C_rev,-999999,0
RE2349C_rev,108.22,11.88
RE2349M_rev,108.22,11.88
RE2360C_rev,-35.42,5.91
RE2360N_rev,-35.42,5.91
RE2373C_rev,-999999,0
RE2375C_rev,-999999,0
RE2377C_rev,-999999,0
RE2386C_rev,-999999,0
RE2407C_rev,105.53,5.98
RE2410C_rev,91.46,16.65
RE2410N_rev,91.46,16.65
RE2426C_rev,-38.41,10.19
RE2427M_rev,-33.83,6.71
RE2428M_rev,-33.83,6.71
RE2429M_rev,-33.83,6.71
RE2440C_rev,330.25,25.69
RE2442C_rev,-999999,0
RE2443C_rev,-999999,0
RE2443M_rev,-999999,0
RE2444C_rev,-999999,0
RE2445C_rev,-999999,0
RE2445E_rev,-999999,0
RE2452C_rev,-999999,0
RE2453M_rev,-999999,0
RE2454M_rev,-999999,0
RE2459C_rev,-11.68,7.42
RE2476C_rev,16.91,20.65
RE2513C_rev,-999999,0
RE2513E_rev,-999999,0
RE2513L_rev,-999999,0
RE2513N_rev,-999999,0
RE2514C_rev,-999999,0
RE2514E_rev,-999999,0
RE2514L_rev,-999999,0
RE2514N_rev,-999999,0
RE2520C_rev,-999999,0
RE2521C_rev,-999999,0
RE2522C_rev,-999999,0
RE2522X_rev,-999999,0
RE2523C_rev,-999999,0
RE2523X_rev,-999999,0
RE2524C_rev,-999999,0
RE2524X_rev,-999999,0
RE2525C_rev,-999999,0
RE2525X_rev,-999999,0
RE2526C_rev,43.79,9.07
RE2533C_rev,-999999,0
RE2541C_rev,-999999,0
RE2541E_rev,-999999,0
RE2541L_rev,-999999,0
RE2563C_rev,-16.96,7.54
RE2594C_rev,-999999,0
RE2596C_rev,-999999,0
RE2601C_rev,-999999,0
RE2624M_rev,0,0
RE2624X_rev,0,0
RE2625C_rev,-999999,0
RE2625M_rev,-999999,0
RE2626C_rev,-999999,0
RE2626M_rev,-999999,0
RE2633C_rev,-999999,0
RE2633R_rev,-999999,0
RE2635C_rev,22.73,2.76
RE2635R_rev,22.73,2.76
RE2637X_rev,-9.81,5.96
RE2638X_rev,-11.1,6.41
RE2640C_rev,2.95,2.73
RE2642C_rev,19.58,4.82
RE2644C_rev,31.4,7.86
RE2649C_rev,-6.36,6.75
RE2649X_rev,-6.36,6.75
RE2651R_rev,0,0
RE2655R_rev,0,0
RE2658C_rev,0,0
RE2658R_rev,0,0
RE2659R_rev,0,0
RE2660C_rev,-999999,0
RE2660N_rev,-999999,0
RE2705C_rev,-999999,0
RE2717L_rev,1.38,3.46
RE2759X_rev,-999999,0
RE2766C_rev,-48.93,4.95
RE2782C_rev,-35.68,6.1
RE2799C_rev,-999999,0
RE2813C_rev,14.52,18.15
RE2814M_rev,-28.13,6.11
RE2814R_rev,-28.13,6.11
RE2848C_rev,-999999,0
RE2849C_rev,-999999,0
RE2850C_rev,-999999,0
RE2851C_rev,-999999,0
RE2852C_rev,-999999,0
RE2853C_rev,-999999,0
RE2854C_rev,-999999,0
RE2864C_rev,-999999,0
RE2865C_rev,-999999,0
RE2866C_rev,-999999,0
RE2867C_rev,-999999,0
RE2868C_rev,-999999,0
RE2869C_rev,-999999,0
RE2870C_rev,-999999,0
RE2871C_rev,-999999,0
RE2872C_rev,-999999,0
RE2873C_rev,-999999,0
RE2874C_rev,-999999,0
RE2875C_rev,-999999,0
RE2876C_rev,-999999,0
RE2877C_rev,-999999,0
RE2878C_rev,-999999,0
RE2880C_rev,-999999,0
RE2888C_rev,299.56,12.75
RE2888E_rev,299.56,12.75
RE2888N_rev,299.56,12.75
RE2897C_rev,-999999,0
RE2899C_rev,-999999,0
RE2908C_rev,-55.92,5.1
RE2908M_rev,-55.92,5.1
RE2908X_rev,-55.92,5.1
RE2909C_rev,-999999,0
RE2909M_rev,-999999,0
RE2909X_rev,-999999,0
